,ticker,recommendation date,recommendation,subsector,averageVolume10days,price_0406,price_0405,price_0204,price_1403,price_2412,free_cash_flow,short_term_debt,long_term_debt,ebitda,market_cap,sector,debt/ebitda,debt/cash,up,text,size,color
497,JLL,2020-05-13 13:51:55,Buy,Real Estate Services,476025,123.92,101.05,94.36,134.13,171.82,476.2,153.4,751.2,992.0,5910.0,Real Estate,0.9118951612903226,1.899622007559849,0.3865397030342155,Ticker:JLL<br>Subsector:Real Estate Services<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-13 13:51:55<br>averageVolume10days:476025<br>Down:0.3865397030342155,7.7307940606843095,#09f349
501,KALU,2020-04-17 15:10:48,Neutral,Aluminum,116950,83.02,65.81,63.0,83.36,109.9,172.1,0.0,492.6,176.0,1240.0,Basic Materials,2.7988636363636363,2.8622893666472984,0.32377740303541325,Ticker:KALU<br>Subsector:Aluminum<br>YF Recomm:Neutral<br>YF Recomm Date:2020-04-17 15:10:48<br>averageVolume10days:116950<br>Down:0.32377740303541325,6.475548060708265,
503,KMPR,2020-04-24 16:06:46,Strong Buy,Insurance—Property & Casualty,311237,71.81,64.14,71.02,74.92,75.81,539.2,31.5,909.0,378.7,4450.0,Financial Services,2.483496171111698,1.7442507418397624,0.055702548391588946,Ticker:KMPR<br>Subsector:Insurance—Property & Casualty<br>YF Recomm:Strong Buy<br>YF Recomm Date:2020-04-24 16:06:46<br>averageVolume10days:311237<br>Down:0.055702548391588946,1.114050967831779,#E74C3C
504,KMT,2020-03-30 10:22:51,Overweight,Tools & Accessories,876600,30.99,22.11,18.15,19.56,36.96,88.18,0.0,592.47,440.9,2410.0,Industrials,1.3437740984350195,6.718870492175096,0.19264278799612788,Ticker:KMT<br>Subsector:Tools & Accessories<br>YF Recomm:Overweight<br>YF Recomm Date:2020-03-30 10:22:51<br>averageVolume10days:876600<br>Down:0.19264278799612788,3.8528557599225577,
506,KEY,2020-05-06 12:57:09,Equal-Weight,Banks—Regional,12408662,14.87,10.53,9.3,12.53,19.71,2821.0,705.0,12448.0,2263.0,12270.0,Financial Services,5.812196199734865,4.662531017369727,0.3254875588433088,Ticker:KEY<br>Subsector:Banks—Regional<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-06 12:57:09<br>averageVolume10days:12408662<br>Down:0.3254875588433088,6.509751176866176,
509,KIM,2020-06-01 14:57:36,Overweight,REIT—Retail,13700871,15.32,10.4,8.3,12.84,19.47,637.94,100.0,4381.46,892.79,6010.0,Real Estate,5.019612674873151,7.024892623130701,0.2708877284595299,Ticker:KIM<br>Subsector:REIT—Retail<br>YF Recomm:Overweight<br>YF Recomm Date:2020-06-01 14:57:36<br>averageVolume10days:13700871<br>Down:0.2708877284595299,5.417754569190598,
510,KMI,2020-06-01 13:10:18,Equal-Weight,Oil & Gas Midstream,11117762,16.75,14.65,12.51,14.52,20.59,2478.0,2477.0,31915.0,7367.0,36520.0,Energy,4.668386045880277,13.878934624697337,0.22925373134328364,Ticker:KMI<br>Subsector:Oil & Gas Midstream<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-06-01 13:10:18<br>averageVolume10days:11117762<br>Down:0.22925373134328364,4.585074626865673,
511,KEX,2020-03-24 16:00:43,Overweight,Marine Shipping,467725,59.01,49.86,40.07,44.21,87.46,263.65,27.32,1369.75,486.83,3290.0,Industrials,2.8697286527124457,5.298956950502561,0.48212167429249275,Ticker:KEX<br>Subsector:Marine Shipping<br>YF Recomm:Overweight<br>YF Recomm Date:2020-03-24 16:00:43<br>averageVolume10days:467725<br>Down:0.48212167429249275,9.642433485849855,
514,KTB,2020-06-05 11:50:23,Positive,Apparel Manufacturing,3843225,22.13,18.53,15.51,27.67,40.99,777.79,35.39,913.27,199.05,1080.0,Consumer Cyclical,4.765938206480783,1.2196865477828205,0.8522367826479893,Ticker:KTB<br>Subsector:Apparel Manufacturing<br>YF Recomm:Positive<br>YF Recomm Date:2020-06-05 11:50:23<br>averageVolume10days:3843225<br>Down:0.8522367826479893,17.044735652959787,
515,KEP,2016-11-21 15:28:00,Neutral,Utilities—Regulated Electric,202025,9.33,9.23,7.53,8.43,11.93,-4809.6,12180.72,55283.44,9430.06,11790.0,Utilities,7.154160206827953,-14.026979374584165,0.2786709539121115,Ticker:KEP<br>Subsector:Utilities—Regulated Electric<br>YF Recomm:Neutral<br>YF Recomm Date:2016-11-21 15:28:00<br>averageVolume10days:202025<br>Down:0.2786709539121115,5.57341907824223,
516,KFY,2020-05-21 10:07:47,Neutral,Staffing & Employment Services,313037,33.65,27.89,23.78,27.18,42.29,212.12,226.9,222.88,187.31,1770.0,Industrials,2.4012599434093214,2.120403545163115,0.2567607726597325,Ticker:KFY<br>Subsector:Staffing & Employment Services<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-21 10:07:47<br>averageVolume10days:313037<br>Down:0.2567607726597325,5.13521545319465,
521,LW,2020-04-02 20:25:14,Neutral,Packaged Foods,2486300,69.3,57.48,50.8,63.6,84.95,346.7,38.0,2280.2,830.8,9460.0,Consumer Defensive,2.790322580645161,6.686472454571676,0.22582972582972594,Ticker:LW<br>Subsector:Packaged Foods<br>YF Recomm:Neutral<br>YF Recomm Date:2020-04-02 20:25:14<br>averageVolume10days:2486300<br>Down:0.22582972582972594,4.516594516594519,
524,LNTH,2018-08-02 12:10:57,Neutral,Diagnostics & Research,442625,14.98,12.56,11.6,12.92,20.61,58.32,10.14,183.93,66.02,570.0,Healthcare,2.9395637685549834,3.3276748971193415,0.3758344459279037,Ticker:LNTH<br>Subsector:Diagnostics & Research<br>YF Recomm:Neutral<br>YF Recomm Date:2018-08-02 12:10:57<br>averageVolume10days:442625<br>Down:0.3758344459279037,7.516688918558074,
525,LVS,2020-06-05 13:05:17,Neutral,Resorts & Casinos,9189375,56.0,45.45,40.3,48.05,68.06,1769.0,70.0,12422.0,4952.0,39550.0,Consumer Cyclical,2.522617124394184,7.061616732617298,0.2153571428571428,Ticker:LVS<br>Subsector:Resorts & Casinos<br>YF Recomm:Neutral<br>YF Recomm Date:2020-06-05 13:05:17<br>averageVolume10days:9189375<br>Down:0.2153571428571428,4.307142857142856,
526,LEA,2020-05-18 12:25:13,Equal-Weight,Auto Parts,721150,120.88,90.97,70.96,97.94,140.1,680.4,14.1,2293.7,1463.5,6960.0,Consumer Cyclical,1.5769046805603004,3.3918283362727806,0.15900066181336858,Ticker:LEA<br>Subsector:Auto Parts<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-18 12:25:13<br>averageVolume10days:721150<br>Down:0.15900066181336858,3.1800132362673716,
527,LEGH,2020-05-18 11:40:44,Neutral,Residential Construction,29112,13.75,10.53,8.6,11.08,16.06,-8.4,28.86,2.0,38.85,340.0,Consumer Cyclical,0.7943371943371943,-3.6738095238095236,0.16799999999999993,Ticker:LEGH<br>Subsector:Residential Construction<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-18 11:40:44<br>averageVolume10days:29112<br>Down:0.16799999999999993,3.3599999999999985,
529,LEG,2020-05-28 11:21:59,Strong Buy,"Furnishings, Fixtures & Appliances",2385262,39.14,34.06,24.42,32.44,50.17,524.9,51.1,2066.5,622.0,4650.0,Consumer Cyclical,3.404501607717042,4.0342922461421225,0.2818088911599388,"Ticker:LEG<br>Subsector:Furnishings, Fixtures & Appliances<br>YF Recomm:Strong Buy<br>YF Recomm Date:2020-05-28 11:21:59<br>averageVolume10days:2385262<br>Down:0.2818088911599388",5.636177823198776,#E74C3C
534,LEVI,2020-04-09 15:52:24,Buy,Apparel Manufacturing,1576112,16.3,12.34,10.58,14.33,19.32,236.83,7.62,1006.75,700.87,6080.0,Consumer Cyclical,1.447301211351606,4.283114470295148,0.18527607361963194,Ticker:LEVI<br>Subsector:Apparel Manufacturing<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-09 15:52:24<br>averageVolume10days:1576112<br>Down:0.18527607361963194,3.705521472392639,#09f349
535,LPL,2018-06-18 15:35:06,Equal-Weight,Consumer Electronics,428900,5.14,4.21,4.19,5.0,6.85,-2415.57,1396.27,6317.39,3405.6,3540.0,Technology,2.2649929527836505,-3.1933084116792307,0.33268482490272366,Ticker:LPL<br>Subsector:Consumer Electronics<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2018-06-18 15:35:06<br>averageVolume10days:428900<br>Down:0.33268482490272366,6.653696498054473,
542,LPSN,2020-05-06 14:46:06,Neutral,Software—Application,1082487,34.37,22.9,20.93,20.67,38.97,-106.74,6.6,12.87,-58.66,2370.0,Technology,-0.3319127173542448,-0.18240584598088813,0.13383764911259832,Ticker:LPSN<br>Subsector:Software—Application<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-06 14:46:06<br>averageVolume10days:1082487<br>Down:0.13383764911259832,2.6767529822519665,
544,LKQ,2020-05-01 15:34:32,Overweight,Auto Parts,2644775,31.43,24.62,19.13,24.9,35.79,798.3,221.53,1137.6,1211.05,9170.0,Consumer Cyclical,1.12227405970026,1.702530377051234,0.13872096722876237,Ticker:LKQ<br>Subsector:Auto Parts<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-01 15:34:32<br>averageVolume10days:2644775<br>Down:0.13872096722876237,2.7744193445752474,
546,L,2018-08-01 12:27:33,Hold,Insurance—Property & Casualty,1336200,38.73,31.7,32.57,36.94,51.24,700.0,77.0,11456.0,2151.0,9990.0,Financial Services,5.361692236169223,16.475714285714286,0.3230054221533696,Ticker:L<br>Subsector:Insurance—Property & Casualty<br>YF Recomm:Hold<br>YF Recomm Date:2018-08-01 12:27:33<br>averageVolume10days:1336200<br>Down:0.3230054221533696,6.460108443067392,
549,LPLA,2020-05-20 12:23:02,Outperform,Capital Markets,956862,83.63,61.53,51.75,59.27,92.05,467.48,0.0,2398.82,907.59,6190.0,Financial Services,2.643065701473132,5.131385299905879,0.10068157359799113,Ticker:LPLA<br>Subsector:Capital Markets<br>YF Recomm:Outperform<br>YF Recomm Date:2020-05-20 12:23:02<br>averageVolume10days:956862<br>Down:0.10068157359799113,2.0136314719598225,
552,LYB,2020-05-26 10:19:37,Buy,Specialty Chemicals,2940887,76.17,53.58,44.39,46.17,91.79,2267.0,3.0,11614.0,5439.0,23520.0,Basic Materials,2.135870564441993,5.124393471548302,0.20506761192070377,Ticker:LYB<br>Subsector:Specialty Chemicals<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-26 10:19:37<br>averageVolume10days:2940887<br>Down:0.20506761192070377,4.1013522384140755,#09f349
553,MHO,2020-01-08 12:28:25,Market Perform,Residential Construction,355975,37.19,25.35,14.02,24.03,40.48,61.1,66.0,66.0,143.54,1000.0,Consumer Cyclical,0.9196042914866936,2.160392798690671,0.0884646410325356,Ticker:MHO<br>Subsector:Residential Construction<br>YF Recomm:Market Perform<br>YF Recomm Date:2020-01-08 12:28:25<br>averageVolume10days:355975<br>Down:0.0884646410325356,1.769292820650712,
554,MAC,2020-05-14 11:07:21,In-Line,REIT—Retail,9489375,10.99,7.06,5.48,13.22,24.8,355.16,400.0,400.0,419.55,1220.0,Real Estate,1.9068049100226432,2.252505912828021,1.256596906278435,Ticker:MAC<br>Subsector:REIT—Retail<br>YF Recomm:In-Line<br>YF Recomm Date:2020-05-14 11:07:21<br>averageVolume10days:9489375<br>Down:1.256596906278435,25.131938125568702,
557,MGY,2020-05-13 13:16:16,Hold,Oil & Gas E&P,1888150,6.78,5.95,3.61,4.98,12.63,647.62,95.78,389.83,669.12,1590.0,Energy,0.7257442611190817,0.7498378678854885,0.8628318584070798,Ticker:MGY<br>Subsector:Oil & Gas E&P<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-13 13:16:16<br>averageVolume10days:1888150<br>Down:0.8628318584070798,17.256637168141594,
559,MNK,2020-05-19 10:05:54,Underweight,Drug Manufacturers—Specialty & Generic,3691375,2.84,3.3,1.93,3.04,3.64,609.9,633.6,4741.2,-871.1,230.0,Healthcare,-6.17012972104236,8.812592228234138,0.2816901408450705,Ticker:MNK<br>Subsector:Drug Manufacturers—Specialty & Generic<br>YF Recomm:Underweight<br>YF Recomm Date:2020-05-19 10:05:54<br>averageVolume10days:3691375<br>Down:0.2816901408450705,5.63380281690141,
560,MANU,2018-09-27 14:12:01,Neutral,Leisure,162287,17.96,15.97,14.2,14.25,19.61,75.03,6.9,640.23,63.27,2870.0,Consumer Cyclical,10.228070175438596,8.624950019992003,0.09187082405345204,Ticker:MANU<br>Subsector:Leisure<br>YF Recomm:Neutral<br>YF Recomm Date:2018-09-27 14:12:01<br>averageVolume10days:162287<br>Down:0.09187082405345204,1.8374164810690408,
562,MAN,2020-05-21 10:00:09,Neutral,Staffing & Employment Services,1512025,78.61,68.52,54.11,74.0,95.44,761.5,61.0,1012.4,722.1,4330.0,Industrials,1.4864977149979228,1.4095863427445832,0.2140948988678284,Ticker:MAN<br>Subsector:Staffing & Employment Services<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-21 10:00:09<br>averageVolume10days:1512025<br>Down:0.2140948988678284,4.281897977356568,
564,MRO,2020-05-19 12:37:17,Neutral,Oil & Gas E&P,47513612,6.86,5.81,3.12,4.53,13.5,199.0,208.0,5501.0,3033.0,4700.0,Energy,1.8822947576656774,28.688442211055275,0.9679300291545188,Ticker:MRO<br>Subsector:Oil & Gas E&P<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-19 12:37:17<br>averageVolume10days:47513612<br>Down:0.9679300291545188,19.358600583090375,
565,MPC,2020-05-13 16:00:50,Overweight,Oil & Gas Refining & Marketing,9142587,40.95,31.01,20.52,24.51,59.06,4067.0,711.0,28127.0,9247.0,25090.0,Energy,3.118633070184925,7.090730268010819,0.44224664224664223,Ticker:MPC<br>Subsector:Oil & Gas Refining & Marketing<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-13 16:00:50<br>averageVolume10days:9142587<br>Down:0.44224664224664223,8.844932844932845,
566,MMI,2020-04-09 10:56:05,Underweight,Real Estate Services,166937,32.0,26.65,25.31,27.65,37.41,16.48,17.76,63.16,125.65,1190.0,Real Estate,0.6440111420612813,4.910194174757281,0.1690624999999999,Ticker:MMI<br>Subsector:Real Estate Services<br>YF Recomm:Underweight<br>YF Recomm Date:2020-04-09 10:56:05<br>averageVolume10days:166937<br>Down:0.1690624999999999,3.381249999999998,
567,MKL,2020-04-30 16:17:14,Hold,Insurance—Property & Casualty,61962,1005.82,822.82,885.72,1046.61,1129.97,786.26,0.0,0.0,267.61,13410.0,Financial Services,0.0,0.0,0.12343162792547369,Ticker:MKL<br>Subsector:Insurance—Property & Casualty<br>YF Recomm:Hold<br>YF Recomm Date:2020-04-30 16:17:14<br>averageVolume10days:61962<br>Down:0.12343162792547369,2.4686325585094737,
569,MAR,2020-05-14 12:21:10,Equal-Weight,Lodging,5772450,114.38,82.58,69.15,95.61,150.64,1032.0,977.0,9963.0,2203.0,32390.0,Consumer Cyclical,4.965955515206536,10.60077519379845,0.3170134638922888,Ticker:MAR<br>Subsector:Lodging<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-14 12:21:10<br>averageVolume10days:5772450<br>Down:0.3170134638922888,6.340269277845776,
571,MLM,2020-05-22 09:52:32,Overweight,Building Materials,750112,223.22,190.12,185.6,197.7,269.7,572.6,340.0,2433.6,1256.4,13070.0,Basic Materials,2.207577204711875,4.843870066363953,0.2082250694382224,Ticker:MLM<br>Subsector:Building Materials<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-22 09:52:32<br>averageVolume10days:750112<br>Down:0.2082250694382224,4.164501388764448,
576,MAT,2020-05-18 12:09:24,Neutral,Leisure,5412762,10.64,8.58,8.37,8.25,13.75,-101.98,0.0,2851.72,37.58,3540.0,Consumer Cyclical,75.88398084087281,-27.96352225926652,0.2922932330827066,Ticker:MAT<br>Subsector:Leisure<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-18 12:09:24<br>averageVolume10days:5412762<br>Down:0.2922932330827066,5.845864661654132,
582,MD,2020-05-21 13:01:46,Hold,Medical Care Facilities,1138400,18.04,13.4,10.81,12.58,28.08,289.93,0.25,739.5,561.7,1440.0,Healthcare,1.3169841552430122,2.551477942951747,0.556541019955654,Ticker:MD<br>Subsector:Medical Care Facilities<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-21 13:01:46<br>averageVolume10days:1138400<br>Down:0.556541019955654,11.13082039911308,
583,MDT,2020-05-22 13:58:12,Overweight,Medical Devices,7146600,98.75,95.26,84.11,88.27,112.64,5873.0,838.0,24486.0,8927.0,130130.0,Healthcare,2.8367872745603226,4.311935978205346,0.14065822784810122,Ticker:MDT<br>Subsector:Medical Devices<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-22 13:58:12<br>averageVolume10days:7146600<br>Down:0.14065822784810122,2.8131645569620245,
584,MLCO,2020-06-05 12:42:15,Buy,Resorts & Casinos,3466514,19.58,14.97,11.82,16.02,23.98,442.19,430.21,3918.74,1180.03,8100.0,Consumer Cyclical,3.685457149394507,9.835025667699405,0.2247191011235956,Ticker:MLCO<br>Subsector:Resorts & Casinos<br>YF Recomm:Buy<br>YF Recomm Date:2020-06-05 12:42:15<br>averageVolume10days:3466514<br>Down:0.2247191011235956,4.494382022471912,#09f349
587,MEI,2020-03-19 11:42:57,Neutral,Electronic Components,217487,36.4,28.24,25.36,27.77,39.23,52.2,15.7,276.9,150.6,1270.0,Technology,1.942895086321381,5.605363984674328,0.0777472527472527,Ticker:MEI<br>Subsector:Electronic Components<br>YF Recomm:Neutral<br>YF Recomm Date:2020-03-19 11:42:57<br>averageVolume10days:217487<br>Down:0.0777472527472527,1.5549450549450539,
588,MET,2020-05-07 12:49:30,Overweight,Insurance—Life,7354875,42.42,33.7,27.51,31.48,49.83,11738.0,268.0,12829.0,7948.0,34380.0,Financial Services,1.6478359335681934,1.1157778156415061,0.17468175388967455,Ticker:MET<br>Subsector:Insurance—Life<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-07 12:49:30<br>averageVolume10days:7354875<br>Down:0.17468175388967455,3.493635077793491,
590,MTG,2020-05-26 13:05:54,Buy,Insurance—Specialty,7985412,10.2,6.49,5.55,9.61,14.07,603.9,0.0,155.0,896.76,3040.0,Financial Services,0.17284446228645345,0.25666501076337145,0.37941176470588256,Ticker:MTG<br>Subsector:Insurance—Specialty<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-26 13:05:54<br>averageVolume10days:7985412<br>Down:0.37941176470588256,7.588235294117651,#09f349
592,MU,2020-05-26 14:10:55,Buy,Semiconductors,32411950,52.66,44.46,39.89,42.99,55.4,3409.0,1310.0,4541.0,12849.0,54410.0,Technology,0.4553661763561367,1.7163391023760635,0.052031902772502914,Ticker:MU<br>Subsector:Semiconductors<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-26 14:10:55<br>averageVolume10days:32411950<br>Down:0.052031902772502914,1.0406380554500583,#09f349
595,MIDD,2020-05-08 12:01:16,Neutral,Specialty Industrial Machinery,1618087,85.36,52.84,53.01,76.12,110.82,330.82,2.89,1870.25,617.47,4340.0,Industrials,3.0335724812541502,5.662112326945167,0.2982661668228679,Ticker:MIDD<br>Subsector:Specialty Industrial Machinery<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-08 12:01:16<br>averageVolume10days:1618087<br>Down:0.2982661668228679,5.965323336457358,
596,MRTX,2020-05-01 10:03:17,Overweight,Biotechnology,489212,94.37,91.37,72.01,81.24,128.13,-149.28,0.0,0.0,-218.48,4270.0,Healthcare,-0.0,-0.0,0.3577408074599977,Ticker:MRTX<br>Subsector:Biotechnology<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-01 10:03:17<br>averageVolume10days:489212<br>Down:0.3577408074599977,7.154816149199954,
599,MHK,2020-05-27 12:17:47,Buy,"Furnishings, Fixtures & Appliances",924700,115.79,84.99,66.92,96.48,134.55,873.3,1051.5,1518.39,1403.68,7440.0,Consumer Cyclical,1.8308232645617237,2.9427344555135697,0.16201744537524831,"Ticker:MHK<br>Subsector:Furnishings, Fixtures & Appliances<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-27 12:17:47<br>averageVolume10days:924700<br>Down:0.16201744537524831",3.2403489075049663,#09f349
600,MOMO,2020-06-01 15:28:49,Overweight,Internet Content & Information,5261300,20.71,21.53,20.39,22.74,33.93,3087.09,0.0,4877.12,3813.19,4300.0,Communication Services,1.279013109758496,1.5798438011201485,0.6383389666827619,Ticker:MOMO<br>Subsector:Internet Content & Information<br>YF Recomm:Overweight<br>YF Recomm Date:2020-06-01 15:28:49<br>averageVolume10days:5261300<br>Down:0.6383389666827619,12.766779333655238,
601,MCRI,2020-04-27 09:17:05,Buy,Resorts & Casinos,130962,43.93,30.54,25.95,23.99,48.58,-62.12,0.79,14.8,54.99,770.0,Consumer Cyclical,0.2835060920167303,-0.2509658725048294,0.10585021625312985,Ticker:MCRI<br>Subsector:Resorts & Casinos<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-27 09:17:05<br>averageVolume10days:130962<br>Down:0.10585021625312985,2.117004325062597,#09f349
604,MNRO,2020-05-29 13:01:31,Neutral,Auto Parts,518537,62.13,52.91,41.13,50.14,78.42,108.42,22.23,137.68,182.27,1860.0,Consumer Cyclical,0.8773248477533329,1.4749123777900757,0.26219217769193626,Ticker:MNRO<br>Subsector:Auto Parts<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-29 13:01:31<br>averageVolume10days:518537<br>Down:0.26219217769193626,5.243843553838725,
606,MOS,2020-05-11 11:36:26,Underperform,Agricultural Inputs,4797487,14.48,10.94,10.07,10.97,21.39,-176.8,47.2,4525.5,-217.7,5200.0,Basic Materials,-21.004593477262286,-25.863687782805428,0.4772099447513811,Ticker:MOS<br>Subsector:Agricultural Inputs<br>YF Recomm:Underperform<br>YF Recomm Date:2020-05-11 11:36:26<br>averageVolume10days:4797487<br>Down:0.4772099447513811,9.544198895027623,
607,MOV,2019-08-29 10:24:10,Market Perform,Luxury Goods,285500,12.92,9.74,10.65,12.68,22.03,19.1,15.08,81.88,59.37,270.0,Consumer Cyclical,1.6331480545730166,5.0764397905759155,0.7051083591331271,Ticker:MOV<br>Subsector:Luxury Goods<br>YF Recomm:Market Perform<br>YF Recomm Date:2019-08-29 10:24:10<br>averageVolume10days:285500<br>Down:0.7051083591331271,14.10216718266254,
608,MRC,2020-04-30 14:53:39,Positive,Oil & Gas Equipment & Services,1150625,7.29,4.43,3.88,5.1,13.92,224.0,4.0,547.0,167.0,520.0,Energy,3.2994011976047903,2.4598214285714284,0.9094650205761317,Ticker:MRC<br>Subsector:Oil & Gas Equipment & Services<br>YF Recomm:Positive<br>YF Recomm Date:2020-04-30 14:53:39<br>averageVolume10days:1150625<br>Down:0.9094650205761317,18.189300411522634,
612,MSGN,2020-05-05 12:38:18,Underweight,Entertainment,759875,13.28,11.44,8.86,11.88,17.51,203.08,111.79,906.23,320.3,730.0,Communication Services,3.178332812987824,5.012901319676974,0.31852409638554224,Ticker:MSGN<br>Subsector:Entertainment<br>YF Recomm:Underweight<br>YF Recomm Date:2020-05-05 12:38:18<br>averageVolume10days:759875<br>Down:0.31852409638554224,6.370481927710845,
613,MTSC,2020-04-17 15:51:02,Underweight,Scientific & Technical Instruments,358587,21.66,18.79,20.19,25.17,47.21,42.94,27.97,484.65,124.44,370.0,Technology,4.119414979106397,11.938053097345133,1.1795937211449679,Ticker:MTSC<br>Subsector:Scientific & Technical Instruments<br>YF Recomm:Underweight<br>YF Recomm Date:2020-04-17 15:51:02<br>averageVolume10days:358587<br>Down:1.1795937211449679,23.59187442289936,
614,MUR,2020-05-19 12:43:40,Neutral,Oil & Gas E&P,4496862,15.9,10.73,5.54,7.52,26.02,144.83,0.0,2803.38,1621.07,2170.0,Energy,1.7293392635728255,19.356348822757717,0.6364779874213835,Ticker:MUR<br>Subsector:Oil & Gas E&P<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-19 12:43:40<br>averageVolume10days:4496862<br>Down:0.6364779874213835,12.72955974842767,
615,MUSA,2020-02-03 10:25:38,Neutral,Specialty Retail,316387,113.1,110.55,82.94,100.45,119.27,108.5,38.8,999.3,420.7,3310.0,Consumer Cyclical,2.4675540765391015,9.56774193548387,0.05455349248452701,Ticker:MUSA<br>Subsector:Specialty Retail<br>YF Recomm:Neutral<br>YF Recomm Date:2020-02-03 10:25:38<br>averageVolume10days:316387<br>Down:0.05455349248452701,1.0910698496905402,
616,MYL,2020-05-13 13:32:25,Neutral,Drug Manufacturers—Specialty & Generic,6238312,18.15,16.52,14.26,15.05,19.92,1590.5,1508.1,11214.3,2734.8,9070.0,Healthcare,4.652040368582711,7.998994027035523,0.09752066115702496,Ticker:MYL<br>Subsector:Drug Manufacturers—Specialty & Generic<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-13 13:32:25<br>averageVolume10days:6238312<br>Down:0.09752066115702496,1.9504132231404991,
618,MYRG,2020-05-01 15:18:44,Neutral,Engineering & Construction,95300,32.22,27.37,24.44,23.39,34.68,7.07,8.74,157.09,101.69,510.0,Industrials,1.6307404857901466,23.455445544554458,0.07635009310986973,Ticker:MYRG<br>Subsector:Engineering & Construction<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-01 15:18:44<br>averageVolume10days:95300<br>Down:0.07635009310986973,1.5270018621973946,
619,MYGN,2020-05-06 14:48:17,Underweight,Diagnostics & Research,1463362,16.28,15.25,13.11,13.3,24.81,75.1,3.4,233.5,80.6,1160.0,Healthcare,2.939205955334988,3.154460719041279,0.5239557739557739,Ticker:MYGN<br>Subsector:Diagnostics & Research<br>YF Recomm:Underweight<br>YF Recomm Date:2020-05-06 14:48:17<br>averageVolume10days:1463362<br>Down:0.5239557739557739,10.479115479115478,
623,NOV,2020-05-26 14:00:20,Neutral,Oil & Gas Equipment & Services,3814385,14.75,12.33,9.35,10.18,24.96,277.0,7.0,2704.0,901.0,5180.0,Energy,3.0088790233074363,9.787003610108304,0.6922033898305084,Ticker:NOV<br>Subsector:Oil & Gas Equipment & Services<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-26 14:00:20<br>averageVolume10days:3814385<br>Down:0.6922033898305084,13.844067796610169,
625,NTUS,2017-02-02 14:11:29,Market Perform,Medical Devices,435750,23.34,23.83,22.14,24.1,33.33,54.72,35.0,19.66,15.06,750.0,Healthcare,3.629482071713147,0.9989035087719298,0.4280205655526992,Ticker:NTUS<br>Subsector:Medical Devices<br>YF Recomm:Market Perform<br>YF Recomm Date:2017-02-02 14:11:29<br>averageVolume10days:435750<br>Down:0.4280205655526992,8.560411311053983,
626,NAVI,2020-05-20 13:11:58,Neutral,Credit Services,2918012,8.93,7.08,6.87,8.5,13.43,1019.0,8483.0,81715.0,793.0,1590.0,Financial Services,113.74274905422446,88.5161923454367,0.503919372900336,Ticker:NAVI<br>Subsector:Credit Services<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-20 13:11:58<br>averageVolume10days:2918012<br>Down:0.503919372900336,10.07838745800672,
627,NCR,2020-05-01 12:49:54,Outperform,Information Technology Services,1182512,20.43,18.98,18.81,18.75,35.3,537.0,282.0,3277.0,944.0,2640.0,Technology,3.770127118644068,6.62756052141527,0.7278511992168379,Ticker:NCR<br>Subsector:Information Technology Services<br>YF Recomm:Outperform<br>YF Recomm Date:2020-05-01 12:49:54<br>averageVolume10days:1182512<br>Down:0.7278511992168379,14.557023984336759,
